"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0035970","GO:0035970","peptidyl-threonine dephosphorylation","1/79","14/18805",0.0714285714285714,17.002712477396,3.89044098001731,0.0572540666999561,0.31127952033661,0.275227778740355,"22843",1
"GO:0042711","GO:0042711","maternal behavior","1/79","14/18805",0.0714285714285714,17.002712477396,3.89044098001731,0.0572540666999561,0.31127952033661,0.275227778740355,"1812",1
"GO:0043922","GO:0043922","negative regulation by host of viral transcription","1/79","14/18805",0.0714285714285714,17.002712477396,3.89044098001731,0.0572540666999561,0.31127952033661,0.275227778740355,"5702",1
"GO:0045040","GO:0045040","protein insertion into mitochondrial outer membrane","1/79","14/18805",0.0714285714285714,17.002712477396,3.89044098001731,0.0572540666999561,0.31127952033661,0.275227778740355,"9868",1
"GO:0060081","GO:0060081","membrane hyperpolarization","1/79","14/18805",0.0714285714285714,17.002712477396,3.89044098001731,0.0572540666999561,0.31127952033661,0.275227778740355,"7224",1
"GO:0061000","GO:0061000","negative regulation of dendritic spine development","1/79","14/18805",0.0714285714285714,17.002712477396,3.89044098001731,0.0572540666999561,0.31127952033661,0.275227778740355,"116443",1
"GO:0061668","GO:0061668","mitochondrial ribosome assembly","1/79","14/18805",0.0714285714285714,17.002712477396,3.89044098001731,0.0572540666999561,0.31127952033661,0.275227778740355,"51335",1
"GO:0070141","GO:0070141","response to UV-A","1/79","14/18805",0.0714285714285714,17.002712477396,3.89044098001731,0.0572540666999561,0.31127952033661,0.275227778740355,"23596",1
"GO:0072075","GO:0072075","metanephric mesenchyme development","1/79","14/18805",0.0714285714285714,17.002712477396,3.89044098001731,0.0572540666999561,0.31127952033661,0.275227778740355,"10409",1
"GO:1905809","GO:1905809","negative regulation of synapse organization","1/79","14/18805",0.0714285714285714,17.002712477396,3.89044098001731,0.0572540666999561,0.31127952033661,0.275227778740355,"4761",1
"GO:2001053","GO:2001053","regulation of mesenchymal cell apoptotic process","1/79","14/18805",0.0714285714285714,17.002712477396,3.89044098001731,0.0572540666999561,0.31127952033661,0.275227778740355,"5456",1
"GO:2001279","GO:2001279","regulation of unsaturated fatty acid biosynthetic process","1/79","14/18805",0.0714285714285714,17.002712477396,3.89044098001731,0.0572540666999561,0.31127952033661,0.275227778740355,"225",1
"GO:0001656","GO:0001656","metanephros development","2/79","93/18805",0.021505376344086,5.11909622975364,2.58642247373975,0.0583316991384215,0.31127952033661,0.275227778740355,"10409/793",2
"GO:0001933","GO:0001933","negative regulation of protein phosphorylation","3/79","210/18805",0.0142857142857143,3.4005424954792,2.27215059194661,0.0585657260614698,0.31127952033661,0.275227778740355,"7532/22843/1845",3
"GO:0015807","GO:0015807","L-amino acid transport","2/79","95/18805",0.0210526315789474,5.01132578281146,2.54582766306537,0.0605590357753361,0.31127952033661,0.275227778740355,"388662/57084",2
"GO:0021700","GO:0021700","developmental maturation","4/79","352/18805",0.0113636363636364,2.70497698504028,2.09735776955515,0.0608412882707769,0.31127952033661,0.275227778740355,"4747/8851/2697/4761",4
"GO:0002840","GO:0002840","regulation of T cell mediated immune response to tumor cell","1/79","15/18805",0.0666666666666667,15.8691983122363,3.74184635278955,0.0612175028518748,0.31127952033661,0.275227778740355,"7532",1
"GO:0003376","GO:0003376","sphingosine-1-phosphate receptor signaling pathway","1/79","15/18805",0.0666666666666667,15.8691983122363,3.74184635278955,0.0612175028518748,0.31127952033661,0.275227778740355,"2830",1
"GO:0030007","GO:0030007","intracellular potassium ion homeostasis","1/79","15/18805",0.0666666666666667,15.8691983122363,3.74184635278955,0.0612175028518748,0.31127952033661,0.275227778740355,"3759",1
"GO:0031632","GO:0031632","positive regulation of synaptic vesicle fusion to presynaptic active zone membrane","1/79","15/18805",0.0666666666666667,15.8691983122363,3.74184635278955,0.0612175028518748,0.31127952033661,0.275227778740355,"57586",1
"GO:0035865","GO:0035865","cellular response to potassium ion","1/79","15/18805",0.0666666666666667,15.8691983122363,3.74184635278955,0.0612175028518748,0.31127952033661,0.275227778740355,"4884",1
"GO:0045348","GO:0045348","positive regulation of MHC class II biosynthetic process","1/79","15/18805",0.0666666666666667,15.8691983122363,3.74184635278955,0.0612175028518748,0.31127952033661,0.275227778740355,"8851",1
"GO:0048243","GO:0048243","norepinephrine secretion","1/79","15/18805",0.0666666666666667,15.8691983122363,3.74184635278955,0.0612175028518748,0.31127952033661,0.275227778740355,"5028",1
"GO:0048935","GO:0048935","peripheral nervous system neuron development","1/79","15/18805",0.0666666666666667,15.8691983122363,3.74184635278955,0.0612175028518748,0.31127952033661,0.275227778740355,"9480",1
"GO:0050930","GO:0050930","induction of positive chemotaxis","1/79","15/18805",0.0666666666666667,15.8691983122363,3.74184635278955,0.0612175028518748,0.31127952033661,0.275227778740355,"7857",1
"GO:0051412","GO:0051412","response to corticosterone","1/79","15/18805",0.0666666666666667,15.8691983122363,3.74184635278955,0.0612175028518748,0.31127952033661,0.275227778740355,"4747",1
"GO:0060033","GO:0060033","anatomical structure regression","1/79","15/18805",0.0666666666666667,15.8691983122363,3.74184635278955,0.0612175028518748,0.31127952033661,0.275227778740355,"57084",1
"GO:0060746","GO:0060746","parental behavior","1/79","15/18805",0.0666666666666667,15.8691983122363,3.74184635278955,0.0612175028518748,0.31127952033661,0.275227778740355,"1812",1
"GO:0072044","GO:0072044","collecting duct development","1/79","15/18805",0.0666666666666667,15.8691983122363,3.74184635278955,0.0612175028518748,0.31127952033661,0.275227778740355,"793",1
"GO:0099502","GO:0099502","calcium-dependent activation of synaptic vesicle fusion","1/79","15/18805",0.0666666666666667,15.8691983122363,3.74184635278955,0.0612175028518748,0.31127952033661,0.275227778740355,"57586",1
"GO:1901634","GO:1901634","positive regulation of synaptic vesicle membrane organization","1/79","15/18805",0.0666666666666667,15.8691983122363,3.74184635278955,0.0612175028518748,0.31127952033661,0.275227778740355,"57586",1
"GO:1904936","GO:1904936","interneuron migration","1/79","15/18805",0.0666666666666667,15.8691983122363,3.74184635278955,0.0612175028518748,0.31127952033661,0.275227778740355,"1812",1
"GO:2000671","GO:2000671","regulation of motor neuron apoptotic process","1/79","15/18805",0.0666666666666667,15.8691983122363,3.74184635278955,0.0612175028518748,0.31127952033661,0.275227778740355,"4747",1
"GO:0106027","GO:0106027","neuron projection organization","2/79","96/18805",0.0208333333333333,4.95912447257384,2.5259551920785,0.0616836026002388,0.31127952033661,0.275227778740355,"8851/225",2
"GO:0015837","GO:0015837","amine transport","2/79","97/18805",0.0206185567010309,4.90799947801122,2.50635648010117,0.0628153299095454,0.31127952033661,0.275227778740355,"1812/5028",2
"GO:0033555","GO:0033555","multicellular organismal response to stress","2/79","97/18805",0.0206185567010309,4.90799947801122,2.50635648010117,0.0628153299095454,0.31127952033661,0.275227778740355,"1812/4761",2
"GO:0006936","GO:0006936","muscle contraction","4/79","359/18805",0.011142061281337,2.65223370120941,2.05297544951507,0.064448610974824,0.31127952033661,0.275227778740355,"1812/3760/2697/3759",4
"GO:0050848","GO:0050848","regulation of calcium-mediated signaling","2/79","99/18805",0.0202020202020202,4.80884797340494,2.46795324742525,0.0650999535349415,0.31127952033661,0.275227778740355,"9495/4761",2
"GO:0060993","GO:0060993","kidney morphogenesis","2/79","99/18805",0.0202020202020202,4.80884797340494,2.46795324742525,0.0650999535349415,0.31127952033661,0.275227778740355,"10409/793",2
"GO:0060996","GO:0060996","dendritic spine development","2/79","99/18805",0.0202020202020202,4.80884797340494,2.46795324742525,0.0650999535349415,0.31127952033661,0.275227778740355,"116443/8851",2
"GO:0007158","GO:0007158","neuron cell-cell adhesion","1/79","16/18805",0.0625,14.8773734177215,3.60687913973226,0.0651644862086976,0.31127952033661,0.275227778740355,"8851",1
"GO:0021819","GO:0021819","layer formation in cerebral cortex","1/79","16/18805",0.0625,14.8773734177215,3.60687913973226,0.0651644862086976,0.31127952033661,0.275227778740355,"8851",1
"GO:0043455","GO:0043455","regulation of secondary metabolic process","1/79","16/18805",0.0625,14.8773734177215,3.60687913973226,0.0651644862086976,0.31127952033661,0.275227778740355,"23596",1
"GO:0046321","GO:0046321","positive regulation of fatty acid oxidation","1/79","16/18805",0.0625,14.8773734177215,3.60687913973226,0.0651644862086976,0.31127952033661,0.275227778740355,"225",1
"GO:0048021","GO:0048021","regulation of melanin biosynthetic process","1/79","16/18805",0.0625,14.8773734177215,3.60687913973226,0.0651644862086976,0.31127952033661,0.275227778740355,"23596",1
"GO:0048148","GO:0048148","behavioral response to cocaine","1/79","16/18805",0.0625,14.8773734177215,3.60687913973226,0.0651644862086976,0.31127952033661,0.275227778740355,"1812",1
"GO:0048934","GO:0048934","peripheral nervous system neuron differentiation","1/79","16/18805",0.0625,14.8773734177215,3.60687913973226,0.0651644862086976,0.31127952033661,0.275227778740355,"9480",1
"GO:0097152","GO:0097152","mesenchymal cell apoptotic process","1/79","16/18805",0.0625,14.8773734177215,3.60687913973226,0.0651644862086976,0.31127952033661,0.275227778740355,"5456",1
"GO:1900376","GO:1900376","regulation of secondary metabolite biosynthetic process","1/79","16/18805",0.0625,14.8773734177215,3.60687913973226,0.0651644862086976,0.31127952033661,0.275227778740355,"23596",1
"GO:1901857","GO:1901857","positive regulation of cellular respiration","1/79","16/18805",0.0625,14.8773734177215,3.60687913973226,0.0651644862086976,0.31127952033661,0.275227778740355,"23596",1
"GO:1905664","GO:1905664","regulation of calcium ion import across plasma membrane","1/79","16/18805",0.0625,14.8773734177215,3.60687913973226,0.0651644862086976,0.31127952033661,0.275227778740355,"9495",1
"GO:0001657","GO:0001657","ureteric bud development","2/79","100/18805",0.02,4.76075949367089,2.44913577189206,0.0662526949149415,0.31127952033661,0.275227778740355,"10409/793",2
"GO:0060419","GO:0060419","heart growth","2/79","100/18805",0.02,4.76075949367089,2.44913577189206,0.0662526949149415,0.31127952033661,0.275227778740355,"10409/9868",2
"GO:0072163","GO:0072163","mesonephric epithelium development","2/79","101/18805",0.0198019801980198,4.71362326106028,2.43056612480393,0.067412286901454,0.31127952033661,0.275227778740355,"10409/793",2
"GO:0072164","GO:0072164","mesonephric tubule development","2/79","101/18805",0.0198019801980198,4.71362326106028,2.43056612480393,0.067412286901454,0.31127952033661,0.275227778740355,"10409/793",2
"GO:0009612","GO:0009612","response to mechanical stimulus","3/79","223/18805",0.0134529147982063,3.2023045921553,2.14881855467288,0.0675738054655627,0.31127952033661,0.275227778740355,"5028/793/3759",3
"GO:0016079","GO:0016079","synaptic vesicle exocytosis","2/79","102/18805",0.0196078431372549,4.66741126830479,2.41223837075438,0.0685786533007321,0.31127952033661,0.275227778740355,"57586/5028",2
"GO:0030728","GO:0030728","ovulation","1/79","17/18805",0.0588235294117647,14.0022338049144,3.48352004192291,0.0690950841963239,0.31127952033661,0.275227778740355,"344758",1
"GO:0035672","GO:0035672","oligopeptide transmembrane transport","1/79","17/18805",0.0588235294117647,14.0022338049144,3.48352004192291,0.0690950841963239,0.31127952033661,0.275227778740355,"2697",1
"GO:0044793","GO:0044793","negative regulation by host of viral process","1/79","17/18805",0.0588235294117647,14.0022338049144,3.48352004192291,0.0690950841963239,0.31127952033661,0.275227778740355,"5702",1
"GO:0072074","GO:0072074","kidney mesenchyme development","1/79","17/18805",0.0588235294117647,14.0022338049144,3.48352004192291,0.0690950841963239,0.31127952033661,0.275227778740355,"10409",1
"GO:0097091","GO:0097091","synaptic vesicle clustering","1/79","17/18805",0.0588235294117647,14.0022338049144,3.48352004192291,0.0690950841963239,0.31127952033661,0.275227778740355,"8927",1
"GO:0098915","GO:0098915","membrane repolarization during ventricular cardiac muscle cell action potential","1/79","17/18805",0.0588235294117647,14.0022338049144,3.48352004192291,0.0690950841963239,0.31127952033661,0.275227778740355,"3760",1
"GO:2001023","GO:2001023","regulation of response to drug","1/79","17/18805",0.0588235294117647,14.0022338049144,3.48352004192291,0.0690950841963239,0.31127952033661,0.275227778740355,"79762",1
"GO:0042326","GO:0042326","negative regulation of phosphorylation","3/79","226/18805",0.0132743362831858,3.15979612411784,2.12164133052546,0.0697379236990862,0.31127952033661,0.275227778740355,"7532/22843/1845",3
"GO:0046620","GO:0046620","regulation of organ growth","2/79","103/18805",0.0194174757281553,4.62209659579698,2.39414677424836,0.0697517184236574,0.31127952033661,0.275227778740355,"10409/9868",2
"GO:0070167","GO:0070167","regulation of biomineral tissue development","2/79","103/18805",0.0194174757281553,4.62209659579698,2.39414677424836,0.0697517184236574,0.31127952033661,0.275227778740355,"9365/2697",2
"GO:0045859","GO:0045859","regulation of protein kinase activity","4/79","369/18805",0.010840108401084,2.58035744914411,1.99136705807911,0.0697937039576024,0.31127952033661,0.275227778740355,"7532/22843/1845/8851",4
"GO:0001823","GO:0001823","mesonephros development","2/79","105/18805",0.019047619047619,4.53405666063894,2.35865006019722,0.0721176445902998,0.31127952033661,0.275227778740355,"10409/793",2
"GO:0043255","GO:0043255","regulation of carbohydrate biosynthetic process","2/79","105/18805",0.019047619047619,4.53405666063894,2.35865006019722,0.0721176445902998,0.31127952033661,0.275227778740355,"5028/4142",2
"GO:0002424","GO:0002424","T cell mediated immune response to tumor cell","1/79","18/18805",0.0555555555555556,13.2243319268636,3.37014685689652,0.0730093639679062,0.31127952033661,0.275227778740355,"7532",1
"GO:0002836","GO:0002836","positive regulation of response to tumor cell","1/79","18/18805",0.0555555555555556,13.2243319268636,3.37014685689652,0.0730093639679062,0.31127952033661,0.275227778740355,"7532",1
"GO:0002839","GO:0002839","positive regulation of immune response to tumor cell","1/79","18/18805",0.0555555555555556,13.2243319268636,3.37014685689652,0.0730093639679062,0.31127952033661,0.275227778740355,"7532",1
"GO:0016264","GO:0016264","gap junction assembly","1/79","18/18805",0.0555555555555556,13.2243319268636,3.37014685689652,0.0730093639679062,0.31127952033661,0.275227778740355,"2697",1
"GO:0019896","GO:0019896","axonal transport of mitochondrion","1/79","18/18805",0.0555555555555556,13.2243319268636,3.37014685689652,0.0730093639679062,0.31127952033661,0.275227778740355,"4747",1
"GO:0032274","GO:0032274","gonadotropin secretion","1/79","18/18805",0.0555555555555556,13.2243319268636,3.37014685689652,0.0730093639679062,0.31127952033661,0.275227778740355,"2697",1
"GO:0032328","GO:0032328","alanine transport","1/79","18/18805",0.0555555555555556,13.2243319268636,3.37014685689652,0.0730093639679062,0.31127952033661,0.275227778740355,"388662",1
"GO:0043217","GO:0043217","myelin maintenance","1/79","18/18805",0.0555555555555556,13.2243319268636,3.37014685689652,0.0730093639679062,0.31127952033661,0.275227778740355,"225",1
"GO:0055119","GO:0055119","relaxation of cardiac muscle","1/79","18/18805",0.0555555555555556,13.2243319268636,3.37014685689652,0.0730093639679062,0.31127952033661,0.275227778740355,"3759",1
"GO:0070131","GO:0070131","positive regulation of mitochondrial translation","1/79","18/18805",0.0555555555555556,13.2243319268636,3.37014685689652,0.0730093639679062,0.31127952033661,0.275227778740355,"51335",1
"GO:0090494","GO:0090494","dopamine uptake","1/79","18/18805",0.0555555555555556,13.2243319268636,3.37014685689652,0.0730093639679062,0.31127952033661,0.275227778740355,"1812",1
"GO:0090520","GO:0090520","sphingolipid mediated signaling pathway","1/79","18/18805",0.0555555555555556,13.2243319268636,3.37014685689652,0.0730093639679062,0.31127952033661,0.275227778740355,"2830",1
"GO:0099638","GO:0099638","endosome to plasma membrane protein transport","1/79","18/18805",0.0555555555555556,13.2243319268636,3.37014685689652,0.0730093639679062,0.31127952033661,0.275227778740355,"9495",1
"GO:1901163","GO:1901163","regulation of trophoblast cell migration","1/79","18/18805",0.0555555555555556,13.2243319268636,3.37014685689652,0.0730093639679062,0.31127952033661,0.275227778740355,"2697",1
"GO:2001224","GO:2001224","positive regulation of neuron migration","1/79","18/18805",0.0555555555555556,13.2243319268636,3.37014685689652,0.0730093639679062,0.31127952033661,0.275227778740355,"1812",1
"GO:0002027","GO:0002027","regulation of heart rate","2/79","106/18805",0.0188679245283019,4.49128254119895,2.34123439589863,0.073310356753743,0.31127952033661,0.275227778740355,"3760/3759",2
"GO:0006835","GO:0006835","dicarboxylic acid transport","2/79","106/18805",0.0188679245283019,4.49128254119895,2.34123439589863,0.073310356753743,0.31127952033661,0.275227778740355,"57084/2697",2
"GO:1905477","GO:1905477","positive regulation of protein localization to membrane","2/79","106/18805",0.0188679245283019,4.49128254119895,2.34123439589863,0.073310356753743,0.31127952033661,0.275227778740355,"8851/9495",2
"GO:0008637","GO:0008637","apoptotic mitochondrial changes","2/79","107/18805",0.0186915887850467,4.44930793801017,2.32403378054861,0.0745094698747451,0.31127952033661,0.275227778740355,"4884/10962",2
"GO:0050769","GO:0050769","positive regulation of neurogenesis","3/79","234/18805",0.0128205128205128,3.05176890619929,2.05132694664407,0.0756611348950101,0.31127952033661,0.275227778740355,"4747/7224/114798",3
"GO:0007631","GO:0007631","feeding behavior","2/79","108/18805",0.0185185185185185,4.40811064228786,2.30704335757504,0.0757149107455281,0.31127952033661,0.275227778740355,"1812/5028",2
"GO:0019751","GO:0019751","polyol metabolic process","2/79","108/18805",0.0185185185185185,4.40811064228786,2.30704335757504,0.0757149107455281,0.31127952033661,0.275227778740355,"5028/4142",2
"GO:0021549","GO:0021549","cerebellum development","2/79","108/18805",0.0185185185185185,4.40811064228786,2.30704335757504,0.0757149107455281,0.31127952033661,0.275227778740355,"8851/4761",2
"GO:0006857","GO:0006857","oligopeptide transport","1/79","19/18805",0.0526315789473684,12.5283144570286,3.26543928349333,0.0769073924049392,0.31127952033661,0.275227778740355,"2697",1
"GO:0007190","GO:0007190","activation of adenylate cyclase activity","1/79","19/18805",0.0526315789473684,12.5283144570286,3.26543928349333,0.0769073924049392,0.31127952033661,0.275227778740355,"1812",1
"GO:0007620","GO:0007620","copulation","1/79","19/18805",0.0526315789473684,12.5283144570286,3.26543928349333,0.0769073924049392,0.31127952033661,0.275227778740355,"5028",1
"GO:0007625","GO:0007625","grooming behavior","1/79","19/18805",0.0526315789473684,12.5283144570286,3.26543928349333,0.0769073924049392,0.31127952033661,0.275227778740355,"1812",1
"GO:0014819","GO:0014819","regulation of skeletal muscle contraction","1/79","19/18805",0.0526315789473684,12.5283144570286,3.26543928349333,0.0769073924049392,0.31127952033661,0.275227778740355,"3759",1
"GO:0042053","GO:0042053","regulation of dopamine metabolic process","1/79","19/18805",0.0526315789473684,12.5283144570286,3.26543928349333,0.0769073924049392,0.31127952033661,0.275227778740355,"1812",1
"GO:0042069","GO:0042069","regulation of catecholamine metabolic process","1/79","19/18805",0.0526315789473684,12.5283144570286,3.26543928349333,0.0769073924049392,0.31127952033661,0.275227778740355,"1812",1
"GO:0045346","GO:0045346","regulation of MHC class II biosynthetic process","1/79","19/18805",0.0526315789473684,12.5283144570286,3.26543928349333,0.0769073924049392,0.31127952033661,0.275227778740355,"8851",1
"GO:0060231","GO:0060231","mesenchymal to epithelial transition","1/79","19/18805",0.0526315789473684,12.5283144570286,3.26543928349333,0.0769073924049392,0.31127952033661,0.275227778740355,"10409",1
"GO:0060716","GO:0060716","labyrinthine layer blood vessel development","1/79","19/18805",0.0526315789473684,12.5283144570286,3.26543928349333,0.0769073924049392,0.31127952033661,0.275227778740355,"9394",1
"GO:0061450","GO:0061450","trophoblast cell migration","1/79","19/18805",0.0526315789473684,12.5283144570286,3.26543928349333,0.0769073924049392,0.31127952033661,0.275227778740355,"2697",1
"GO:0061621","GO:0061621","canonical glycolysis","1/79","19/18805",0.0526315789473684,12.5283144570286,3.26543928349333,0.0769073924049392,0.31127952033661,0.275227778740355,"2026",1
"GO:0061718","GO:0061718","glucose catabolic process to pyruvate","1/79","19/18805",0.0526315789473684,12.5283144570286,3.26543928349333,0.0769073924049392,0.31127952033661,0.275227778740355,"2026",1
"GO:0071318","GO:0071318","cellular response to ATP","1/79","19/18805",0.0526315789473684,12.5283144570286,3.26543928349333,0.0769073924049392,0.31127952033661,0.275227778740355,"5028",1
"GO:0090493","GO:0090493","catecholamine uptake","1/79","19/18805",0.0526315789473684,12.5283144570286,3.26543928349333,0.0769073924049392,0.31127952033661,0.275227778740355,"1812",1
"GO:0003333","GO:0003333","amino acid transmembrane transport","2/79","109/18805",0.018348623853211,4.36766926024852,2.29025842485455,0.0769266066463196,0.31127952033661,0.275227778740355,"57084/6534",2
"GO:0060560","GO:0060560","developmental growth involved in morphogenesis","3/79","238/18805",0.0126050420168067,3.00047867248165,2.01728701406513,0.0787042723961609,0.312399108854481,0.27621769886277,"51299/7224/114798",3
"GO:1904659","GO:1904659","D-glucose transmembrane transport","2/79","112/18805",0.0178571428571429,4.25067811934901,2.24109173376785,0.0805985045940545,0.312399108854481,0.27621769886277,"1812/23596",2
"GO:0007351","GO:0007351","tripartite regional subdivision","1/79","20/18805",0.05,11.9018987341772,3.16831022650161,0.0807892361183432,0.312399108854481,0.27621769886277,"10409",1
"GO:0008334","GO:0008334","histone mRNA metabolic process","1/79","20/18805",0.05,11.9018987341772,3.16831022650161,0.0807892361183432,0.312399108854481,0.27621769886277,"134353",1
"GO:0008595","GO:0008595","anterior/posterior axis specification, embryo","1/79","20/18805",0.05,11.9018987341772,3.16831022650161,0.0807892361183432,0.312399108854481,0.27621769886277,"10409",1
"GO:0030150","GO:0030150","protein import into mitochondrial matrix","1/79","20/18805",0.05,11.9018987341772,3.16831022650161,0.0807892361183432,0.312399108854481,0.27621769886277,"9868",1
"GO:0031998","GO:0031998","regulation of fatty acid beta-oxidation","1/79","20/18805",0.05,11.9018987341772,3.16831022650161,0.0807892361183432,0.312399108854481,0.27621769886277,"225",1
"GO:0045342","GO:0045342","MHC class II biosynthetic process","1/79","20/18805",0.05,11.9018987341772,3.16831022650161,0.0807892361183432,0.312399108854481,0.27621769886277,"8851",1
"GO:0051580","GO:0051580","regulation of neurotransmitter uptake","1/79","20/18805",0.05,11.9018987341772,3.16831022650161,0.0807892361183432,0.312399108854481,0.27621769886277,"1812",1
"GO:0055062","GO:0055062","phosphate ion homeostasis","1/79","20/18805",0.05,11.9018987341772,3.16831022650161,0.0807892361183432,0.312399108854481,0.27621769886277,"57084",1
"GO:0070314","GO:0070314","G1 to G0 transition","1/79","20/18805",0.05,11.9018987341772,3.16831022650161,0.0807892361183432,0.312399108854481,0.27621769886277,"8851",1
"GO:0070886","GO:0070886","positive regulation of calcineurin-NFAT signaling cascade","1/79","20/18805",0.05,11.9018987341772,3.16831022650161,0.0807892361183432,0.312399108854481,0.27621769886277,"9495",1
"GO:0071625","GO:0071625","vocalization behavior","1/79","20/18805",0.05,11.9018987341772,3.16831022650161,0.0807892361183432,0.312399108854481,0.27621769886277,"114798",1
"GO:0097154","GO:0097154","GABAergic neuron differentiation","1/79","20/18805",0.05,11.9018987341772,3.16831022650161,0.0807892361183432,0.312399108854481,0.27621769886277,"1812",1
"GO:0106058","GO:0106058","positive regulation of calcineurin-mediated signaling","1/79","20/18805",0.05,11.9018987341772,3.16831022650161,0.0807892361183432,0.312399108854481,0.27621769886277,"9495",1
"GO:1902001","GO:1902001","fatty acid transmembrane transport","1/79","20/18805",0.05,11.9018987341772,3.16831022650161,0.0807892361183432,0.312399108854481,0.27621769886277,"225",1
"GO:1903427","GO:1903427","negative regulation of reactive oxygen species biosynthetic process","1/79","20/18805",0.05,11.9018987341772,3.16831022650161,0.0807892361183432,0.312399108854481,0.27621769886277,"225",1
"GO:0016358","GO:0016358","dendrite development","3/79","242/18805",0.012396694214876,2.9508839836803,1.98395218614907,0.0818006673573615,0.313434994766944,0.277133610640093,"116443/7224/8851",3
"GO:0099173","GO:0099173","postsynapse organization","3/79","243/18805",0.0123456790123457,2.9387404281919,1.97572537033422,0.0825829890339194,0.313434994766944,0.277133610640093,"4747/4884/8851",3
"GO:0006677","GO:0006677","glycosylceramide metabolic process","1/79","21/18805",0.0476190476190476,11.3351416515973,3.07785529965116,0.0846549614495461,0.313434994766944,0.277133610640093,"8707",1
"GO:0007213","GO:0007213","G protein-coupled acetylcholine receptor signaling pathway","1/79","21/18805",0.0476190476190476,11.3351416515973,3.07785529965116,0.0846549614495461,0.313434994766944,0.277133610640093,"8851",1
"GO:0007413","GO:0007413","axonal fasciculation","1/79","21/18805",0.0476190476190476,11.3351416515973,3.07785529965116,0.0846549614495461,0.313434994766944,0.277133610640093,"8851",1
"GO:0015693","GO:0015693","magnesium ion transport","1/79","21/18805",0.0476190476190476,11.3351416515973,3.07785529965116,0.0846549614495461,0.313434994766944,0.277133610640093,"3759",1
"GO:0035864","GO:0035864","response to potassium ion","1/79","21/18805",0.0476190476190476,11.3351416515973,3.07785529965116,0.0846549614495461,0.313434994766944,0.277133610640093,"4884",1
"GO:0038166","GO:0038166","angiotensin-activated signaling pathway","1/79","21/18805",0.0476190476190476,11.3351416515973,3.07785529965116,0.0846549614495461,0.313434994766944,0.277133610640093,"4142",1
"GO:0048245","GO:0048245","eosinophil chemotaxis","1/79","21/18805",0.0476190476190476,11.3351416515973,3.07785529965116,0.0846549614495461,0.313434994766944,0.277133610640093,"7857",1
"GO:0051900","GO:0051900","regulation of mitochondrial depolarization","1/79","21/18805",0.0476190476190476,11.3351416515973,3.07785529965116,0.0846549614495461,0.313434994766944,0.277133610640093,"10962",1
"GO:0061050","GO:0061050","regulation of cell growth involved in cardiac muscle cell development","1/79","21/18805",0.0476190476190476,11.3351416515973,3.07785529965116,0.0846549614495461,0.313434994766944,0.277133610640093,"9868",1
"GO:0061620","GO:0061620","glycolytic process through glucose-6-phosphate","1/79","21/18805",0.0476190476190476,11.3351416515973,3.07785529965116,0.0846549614495461,0.313434994766944,0.277133610640093,"2026",1
"GO:0090200","GO:0090200","positive regulation of release of cytochrome c from mitochondria","1/79","21/18805",0.0476190476190476,11.3351416515973,3.07785529965116,0.0846549614495461,0.313434994766944,0.277133610640093,"10962",1
"GO:0097049","GO:0097049","motor neuron apoptotic process","1/79","21/18805",0.0476190476190476,11.3351416515973,3.07785529965116,0.0846549614495461,0.313434994766944,0.277133610640093,"4747",1
"GO:0106030","GO:0106030","neuron projection fasciculation","1/79","21/18805",0.0476190476190476,11.3351416515973,3.07785529965116,0.0846549614495461,0.313434994766944,0.277133610640093,"8851",1
"GO:2000273","GO:2000273","positive regulation of signaling receptor activity","1/79","21/18805",0.0476190476190476,11.3351416515973,3.07785529965116,0.0846549614495461,0.313434994766944,0.277133610640093,"8851",1
"GO:2001135","GO:2001135","regulation of endocytic recycling","1/79","21/18805",0.0476190476190476,11.3351416515973,3.07785529965116,0.0846549614495461,0.313434994766944,0.277133610640093,"9495",1
"GO:0043549","GO:0043549","regulation of kinase activity","4/79","397/18805",0.0100755667506297,2.39836750310876,1.82906622683608,0.0859352604994944,0.317373761870168,0.280616197993169,"7532/22843/1845/8851",4
"GO:0051928","GO:0051928","positive regulation of calcium ion transport","2/79","117/18805",0.0170940170940171,4.06902520826572,2.16285861712135,0.0868367874594251,0.317373761870168,0.280616197993169,"1812/9495",2
"GO:0022037","GO:0022037","metencephalon development","2/79","118/18805",0.0169491525423729,4.03454194378889,2.1477341019762,0.0881015854251908,0.317373761870168,0.280616197993169,"8851/4761",2
"GO:0010737","GO:0010737","protein kinase A signaling","1/79","22/18805",0.0454545454545455,10.8199079401611,2.99331508895035,0.0885046344715593,0.317373761870168,0.280616197993169,"9495",1
"GO:0015919","GO:0015919","peroxisomal membrane transport","1/79","22/18805",0.0454545454545455,10.8199079401611,2.99331508895035,0.0885046344715593,0.317373761870168,0.280616197993169,"225",1
"GO:0021756","GO:0021756","striatum development","1/79","22/18805",0.0454545454545455,10.8199079401611,2.99331508895035,0.0885046344715593,0.317373761870168,0.280616197993169,"1812",1
"GO:0031340","GO:0031340","positive regulation of vesicle fusion","1/79","22/18805",0.0454545454545455,10.8199079401611,2.99331508895035,0.0885046344715593,0.317373761870168,0.280616197993169,"57586",1
