"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0050435","GO:0050435","amyloid-beta metabolic process","22/3444","71/18805",0.309859154929577,1.69189936366164,2.76569188667068,0.00675371532463692,0.0499823405664218,0.0403845304415774,"2043/10313/348/6252/4311/6653/10418/3479/1636/5621/1139/1454/5300/3949/114134/6093/57142/1191/9619/4915/8678/83464",22
"GO:0007218","GO:0007218","neuropeptide signaling pathway","32/3444","114/18805",0.280701754385965,1.53269352242395,2.70122350902073,0.00684417106240381,0.0505912620825476,0.0408765243983597,"5179/344758/5173/7301/116/6863/6653/84539/11249/4986/124274/9693/2847/6753/11248/9607/22986/114815/887/6751/6272/10800/9427/128674/64106/10874/23620/4988/2743/2776/56413/2825",32
"GO:0032024","GO:0032024","positive regulation of insulin secretion","26/3444","88/18805",0.295454545454545,1.61324701721043,2.73027007141142,0.00687370692671632,0.0507489555556013,0.0410039369362842,"1131/4826/6616/7447/5581/25924/1080/65985/114/2182/2746/8938/100507043/11069/5532/952/25874/2767/1392/55638/3670/6934/5566/5573/56262/5578",26
"GO:0071300","GO:0071300","cellular response to retinoic acid","21/3444","67/18805",0.313432835820896,1.7114124499454,2.76213049910135,0.00695052187371583,0.0512549211354945,0.0414127449699222,"6096/5176/1813/19/57795/358/4602/56603/2042/7474/472/54997/5979/11331/1911/10413/27/7484/7525/2185/7472",21
"GO:0043010","GO:0043010","camera-type eye development","86/3444","366/18805",0.234972677595628,1.28300267194709,2.58886464460062,0.00703437994840326,0.0513981896490155,0.0415285024870781,"6096/57030/131544/793/5176/64919/1813/3208/57084/84189/144165/2202/358/7275/348980/25945/2823/6496/145173/468/120114/6664/7068/5818/357/7474/7070/10370/200734/491/51057/84062/2909/4867/4774/4781/157506/51761/1956/284217/7291/2782/1745/1027/3150/55636/3913/493/2247/51384/94233/5979/54549/23287/5158/4771/658/28996/1499/79888/7490/56853/5797/7482/4211/2295/9215/43/10818/221935/261734/2195/256471/2055/7484/1739/4810/128637/4094/4915/682/84440/7472/79583/2200/4149",86
"GO:0007638","GO:0007638","mechanosensory behavior","7/3444","14/18805",0.5,2.73011033681765,3.06626595152328,0.00705302456958367,0.0513981896490155,0.0415285024870781,"1813/9378/26047/84189/9379/55342/3064",7
"GO:0014061","GO:0014061","regulation of norepinephrine secretion","7/3444","14/18805",0.5,2.73011033681765,3.06626595152328,0.00705302456958367,0.0513981896490155,0.0415285024870781,"135/6804/5028/3745/1392/150/151",7
"GO:0031115","GO:0031115","negative regulation of microtubule polymerization","7/3444","14/18805",0.5,2.73011033681765,3.06626595152328,0.00705302456958367,0.0513981896490155,0.0415285024870781,"3925/11075/6622/25999/24139/2288/4133",7
"GO:0035542","GO:0035542","regulation of SNARE complex assembly","7/3444","14/18805",0.5,2.73011033681765,3.06626595152328,0.00705302456958367,0.0513981896490155,0.0415285024870781,"6622/6812/112476/23176/29091/27072/84079",7
"GO:0042711","GO:0042711","maternal behavior","7/3444","14/18805",0.5,2.73011033681765,3.06626595152328,0.00705302456958367,0.0513981896490155,0.0415285024870781,"1812/348980/4986/2908/8932/552/5728",7
"GO:0048388","GO:0048388","endosomal lumen acidification","7/3444","14/18805",0.5,2.73011033681765,3.06626595152328,0.00705302456958367,0.0513981896490155,0.0415285024870781,"523/537/535/51382/533/252839/10159",7
"GO:0098935","GO:0098935","dendritic transport","7/3444","14/18805",0.5,2.73011033681765,3.06626595152328,0.00705302456958367,0.0513981896490155,0.0415285024870781,"3798/2319/3800/27067/57576/22920/90990",7
"GO:1901334","GO:1901334","lactone metabolic process","7/3444","14/18805",0.5,2.73011033681765,3.06626595152328,0.00705302456958367,0.0513981896490155,0.0415285024870781,"9746/2729/119391/5445/6515/9962/30001",7
"GO:1905907","GO:1905907","negative regulation of amyloid fibril formation","7/3444","14/18805",0.5,2.73011033681765,3.06626595152328,0.00705302456958367,0.0513981896490155,0.0415285024870781,"348/3949/7411/1191/5201/5203/10471",7
"GO:0051279","GO:0051279","regulation of release of sequestered calcium ion into cytosol","25/3444","84/18805",0.297619047619048,1.62506567667717,2.71861507790499,0.00717953618536829,0.0522585769163219,0.0422236747298007,"1812/817/6622/5581/844/5144/2280/7070/808/2946/6262/1756/9472/805/57338/825/55636/6376/801/5566/287/3064/9474/79041/2185",25
"GO:0034332","GO:0034332","adherens junction organization","19/3444","59/18805",0.322033898305085,1.75837614913679,2.76250653185103,0.00726326780970656,0.0527342827068878,0.0426080335805994,"1016/2043/1012/1008/1009/64405/7082/998/1832/1948/1000/1499/23396/5962/222256/3801/654/57662/60",19
"GO:0045022","GO:0045022","early endosome to late endosome transport","15/3444","43/18805",0.348837209302326,1.90472814196581,2.81228745451591,0.00727046115225073,0.0527342827068878,0.0426080335805994,"5594/8724/22853/4771/9482/4478/5605/2316/29934/5962/23011/64089/5595/84079/8678",15
"GO:0046839","GO:0046839","phospholipid dephosphorylation","15/3444","43/18805",0.348837209302326,1.90472814196581,2.81228745451591,0.00727046115225073,0.0527342827068878,0.0426080335805994,"3632/9896/8871/66036/54886/55529/9110/8867/3635/90809/4534/64748/163404/5728/81537",15
"GO:0042886","GO:0042886","amide transport","78/3444","328/18805",0.23780487804878,1.29846711141327,2.58204985198559,0.00730001640772256,0.0528199021734925,0.0426772120527619,"3358/2044/2778/1113/1131/6804/111/4826/1813/19/130399/6616/2308/387597/7432/7447/818/116/5581/358/3745/25924/5127/2029/1080/9066/117247/2781/65985/114/5530/1946/2182/2746/1393/8938/9607/23178/100507043/5864/11069/5861/5532/1956/94121/952/25874/133308/2767/594855/55636/3741/10057/79751/1392/366/55638/8622/9575/3670/6934/5566/51167/150/5573/56262/4856/100381270/26056/6566/134/55585/7260/81034/81537/5578/80772/7074",78
"GO:0046330","GO:0046330","positive regulation of JNK cascade","28/3444","97/18805",0.288659793814433,1.57614617383287,2.6937160669483,0.00730787720389682,0.0528199021734925,0.0426772120527619,"440193/7164/153769/6416/9821/9479/7474/22881/23043/10371/998/7099/23162/4671/51384/6386/351/1857/28996/4217/1398/5871/50488/222166/4294/9867/90441/2185",28
"GO:0046889","GO:0046889","positive regulation of lipid biosynthetic process","28/3444","97/18805",0.288659793814433,1.57614617383287,2.6937160669483,0.00730787720389682,0.0528199021734925,0.0426772120527619,"3358/3356/348/2170/26137/225/11261/2770/10580/6721/2181/5743/83643/157506/5594/3949/57406/22933/8850/9444/5465/5566/64223/9619/552/2246/949/654",28
"GO:0060425","GO:0060425","lung morphogenesis","18/3444","55/18805",0.327272727272727,1.78698131137156,2.76752833456263,0.00736128540375407,0.0531438422322362,0.0429389478381479,"340419/6664/4781/157506/998/284217/5594/8546/3845/28996/1499/5605/23521/7482/10413/1512/5595/7472",18
"GO:0060071","GO:0060071","Wnt signaling pathway, planar cell polarity pathway","16/3444","47/18805",0.340425531914894,1.858798527195,2.79121893267754,0.00738062971014687,0.0531594365735491,0.0429515476913026,"440193/144165/27031/166336/7474/23002/1952/22881/998/84870/1857/64750/25876/4300/7484/7074",16
"GO:1903307","GO:1903307","positive regulation of regulated secretory pathway","16/3444","47/18805",0.340425531914894,1.858798527195,2.79121893267754,0.00738062971014687,0.0531594365735491,0.0429515476913026,"6804/6857/8448/22895/376267/3745/192683/6860/9066/6812/9498/6845/3134/5864/3684/8723",16
"GO:0006107","GO:0006107","oxaloacetate metabolic process","6/3444","11/18805",0.545454545454545,2.97830218561926,3.10760856813977,0.00746093068910562,0.0533034389994185,0.0430678981920051,"56954/2806/2805/4190/51011/47",6
"GO:0019852","GO:0019852","L-ascorbic acid metabolic process","6/3444","11/18805",0.545454545454545,2.97830218561926,3.10760856813977,0.00746093068910562,0.0533034389994185,0.0430678981920051,"9746/2729/119391/6515/9962/30001",6
"GO:0034776","GO:0034776","response to histamine","6/3444","11/18805",0.545454545454545,2.97830218561926,3.10760856813977,0.00746093068910562,0.0533034389994185,0.0430678981920051,"1813/2561/1814/2566/3269/2560",6
"GO:0042428","GO:0042428","serotonin metabolic process","6/3444","11/18805",0.545454545454545,2.97830218561926,3.10760856813977,0.00746093068910562,0.0533034389994185,0.0430678981920051,"2903/5153/3350/538/6715/1644",6
"GO:0098880","GO:0098880","maintenance of postsynaptic specialization structure","6/3444","11/18805",0.545454545454545,2.97830218561926,3.10760856813977,0.00746093068910562,0.0533034389994185,0.0430678981920051,"144165/50944/8499/4983/114784/1739",6
"GO:0110011","GO:0110011","regulation of basement membrane organization","6/3444","11/18805",0.545454545454545,2.97830218561926,3.10760856813977,0.00746093068910562,0.0533034389994185,0.0430678981920051,"23187/284217/3913/23122/4811/23332",6
"GO:1903365","GO:1903365","regulation of fear response","6/3444","11/18805",0.545454545454545,2.97830218561926,3.10760856813977,0.00746093068910562,0.0533034389994185,0.0430678981920051,"4208/5179/348/5575/1392/4862",6
"GO:1905039","GO:1905039","carboxylic acid transmembrane transport","41/3444","155/18805",0.264516129032258,1.44431643625192,2.63006061712379,0.00755498062756233,0.0539131085844615,0.0435604965705015,"57030/5999/57084/6534/23507/225/81539/9194/55117/2911/23204/10550/5997/81855/151473/206358/25874/23169/10057/79751/145389/5826/6541/8140/4735/8402/123096/54407/9962/56262/2055/2670/6566/6506/124935/8604/81034/57348/133418/118980/126321",41
"GO:1900180","GO:1900180","regulation of protein localization to nucleus","39/3444","146/18805",0.267123287671233,1.4585520977519,2.6337095478952,0.0075968202150927,0.0540721560545198,0.0436890031054783,"9478/5295/9201/11261/3843/5569/10576/5743/25937/5532/5300/51366/7037/64771/23400/10575/7545/785/351/55612/6950/4771/83593/2316/6934/10445/8882/10542/10413/11142/83666/80279/56957/3716/9113/9500/10694/4931/7341",39
"GO:0007097","GO:0007097","nuclear migration","11/3444","28/18805",0.392857142857143,2.14508669321387,2.87111923327063,0.00762923408587314,0.0540721560545198,0.0436890031054783,"6585/998/23224/5108/1639/85440/10726/6867/1778/5048/79789",11
"GO:0021544","GO:0021544","subpallium development","11/3444","28/18805",0.392857142857143,2.14508669321387,2.87111923327063,0.00762923408587314,0.0540721560545198,0.0436890031054783,"1812/64919/1813/26047/5915/57688/27086/583/79048/1745/3251",11
"GO:0021801","GO:0021801","cerebral cortex radial glia-guided migration","11/3444","28/18805",0.392857142857143,2.14508669321387,2.87111923327063,0.00762923408587314,0.0540721560545198,0.0436890031054783,"89927/8851/7804/79143/23224/1600/22911/57142/1499/57178/5048",11
"GO:0022030","GO:0022030","telencephalon glial cell migration","11/3444","28/18805",0.392857142857143,2.14508669321387,2.87111923327063,0.00762923408587314,0.0540721560545198,0.0436890031054783,"89927/8851/7804/79143/23224/1600/22911/57142/1499/57178/5048",11
"GO:0032526","GO:0032526","response to retinoic acid","30/3444","106/18805",0.283018867924528,1.54534547367037,2.66601385931343,0.00762970619615254,0.0540721560545198,0.0436890031054783,"6096/5176/1813/19/57795/358/4602/56603/2042/7474/472/952/7037/54997/5979/6256/11331/3485/1911/10413/1592/9227/1512/27/7484/8648/654/7525/2185/7472",30
"GO:0000380","GO:0000380","alternative mRNA splicing, via spliceosome","23/3444","76/18805",0.302631578947368,1.65243520386332,2.69857091894909,0.0077859624949725,0.0551164187144106,0.0445327422481325,"10656/84530/6421/10181/58517/1655/23543/282996/60677/11171/56853/10921/4857/10658/2332/10521/51341/11030/146713/8621/27316/10569/60680",23
"GO:0010800","GO:0010800","positive regulation of peptidyl-threonine phosphorylation","9/3444","21/18805",0.428571428571429,2.34009457441513,2.90936362416178,0.00803948759025278,0.0565873830726894,0.0457212461123411,"51719/808/51422/805/5594/351/801/1950/3093",9
"GO:0032011","GO:0032011","ARF protein signal transduction","9/3444","21/18805",0.428571428571429,2.34009457441513,2.90936362416178,0.00803948759025278,0.0565873830726894,0.0457212461123411,"10564/9922/10982/440073/9815/23096/28964/55738/9448",9
"GO:0032012","GO:0032012","regulation of ARF protein signal transduction","9/3444","21/18805",0.428571428571429,2.34009457441513,2.90936362416178,0.00803948759025278,0.0565873830726894,0.0457212461123411,"10564/9922/10982/440073/9815/23096/28964/55738/9448",9
"GO:0061620","GO:0061620","glycolytic process through glucose-6-phosphate","9/3444","21/18805",0.428571428571429,2.34009457441513,2.90936362416178,0.00803948759025278,0.0565873830726894,0.0457212461123411,"5214/5223/7167/5230/2026/3098/2027/221937/5315",9
"GO:2001135","GO:2001135","regulation of endocytic recycling","9/3444","21/18805",0.428571428571429,2.34009457441513,2.90936362416178,0.00803948759025278,0.0565873830726894,0.0457212461123411,"88/9495/6653/65009/9110/8766/11149/9912/7260",9
"GO:1903050","GO:1903050","regulation of proteolysis involved in protein catabolic process","59/3444","239/18805",0.246861924686192,1.34792058470495,2.56310766864741,0.00813678179287946,0.0572071238097105,0.0462219817396945,"55294/2043/348/153769/144165/79699/5601/28951/55212/4130/3300/2729/1454/10444/4983/22933/57095/65018/5700/3326/26259/23287/28996/57805/5887/2876/1452/29761/7917/160418/5566/1950/1191/64110/64418/2332/2295/10273/80011/5706/6125/7874/4534/9113/3093/11337/9978/7466/5728/8667/51322/23640/7341/29979/2185/51105/8313/51667/6449",59
"GO:1901654","GO:1901654","response to ketone","56/3444","225/18805",0.248888888888889,1.35898825654923,2.56504857688114,0.00819576660117026,0.0575564222036781,0.0465042064507528,"4747/2778/54331/111/5176/108/107/3208/5581/8837/2572/358/27086/1080/2770/445/114/1946/2908/1636/54464/23558/64083/109/2821/1956/952/2782/8031/27347/2309/1392/5563/5788/4478/11280/2153/23367/10413/6715/3988/6446/2776/31/6586/3684/4129/8648/552/5290/598/112/114907/8313/2560/6869",56
"GO:0010644","GO:0010644","cell communication by electrical coupling","12/3444","32/18805",0.375,2.04758275261324,2.80829959124403,0.00830970591798681,0.0582244060187819,0.0470439213262435,"817/478/481/5144/5318/808/6262/805/801/5566/3736/476",12
"GO:0090313","GO:0090313","regulation of protein targeting to membrane","12/3444","32/18805",0.375,2.04758275261324,2.80829959124403,0.00830970591798681,0.0582244060187819,0.0470439213262435,"3208/8851/3745/11261/9747/2664/2040/23255/5621/2064/3684/285966",12
"GO:0006970","GO:0006970","response to osmotic stress","25/3444","85/18805",0.294117647058824,1.60594725695156,2.65117449180471,0.00844009050774813,0.0590710859405404,0.0477280183630577,"51701/358/51719/1386/5743/27347/825/1831/6332/6326/57468/9819/3778/476/81628/5603/64223/9053/56262/23209/677/6750/8531/2185/6558",25
"GO:0010631","GO:0010631","epithelial cell migration","28/3444","98/18805",0.285714285714286,1.56006304961009,2.63205423336064,0.00848245944118336,0.0593005384888152,0.0479134105098778,"2196/5581/9922/4254/5217/10982/7474/1793/51057/23499/23122/55612/8766/6093/57142/23189/4089/3037/1512/5336/7429/56413/80005/90355/5728/23332/6869/9448",28
"GO:0009314","GO:0009314","response to radiation","101/3444","442/18805",0.228506787330317,1.24769748424698,2.49521436103824,0.00870061466086171,0.0606907492145989,0.0490366673789916,"3747/338811/84152/8787/1812/54112/4212/55294/2903/5153/1813/2138/5602/5796/4311/5295/1814/23596/10636/358/894/3398/468/9293/57282/5599/84446/4734/1788/65009/1258/6295/1141/472/3269/4867/3156/51761/1956/285331/10010/388/85461/2767/7295/3150/3845/25896/785/1040/94233/351/3746/4836/5158/26155/23345/57805/8622/55766/5788/2876/9575/1642/2978/27087/79035/3364/11280/58493/5481/8704/1965/63943/6785/10413/29086/5603/641/9215/57654/261734/2237/2966/9025/2776/346007/3981/55031/4968/9978/6506/51499/164312/8553/598/11073/57103/79823/11277/5500",101
"GO:0061025","GO:0061025","membrane fusion","49/3444","193/18805",0.253886010362694,1.38627364252917,2.55401918730131,0.00870093656915294,0.0606907492145989,0.0490366673789916,"57586/6804/6857/10814/6616/6622/6843/8448/22895/11261/26059/9381/6860/9066/6812/8775/6845/55207/112476/8396/5864/23176/29091/23400/594855/5877/4033/9482/27072/84258/23208/4905/54734/8774/112755/23673/1803/91782/6844/127833/80124/10451/8417/84079/5119/25801/51552/9135/223082",49
"GO:0007035","GO:0007035","vacuolar acidification","13/3444","36/18805",0.361111111111111,1.97174635436831,2.7633159976725,0.00877328451567927,0.0611264766875086,0.0493887247095316,"523/526/537/9114/535/51382/533/155066/54664/252839/5538/10159/23312",13
"GO:0014897","GO:0014897","striated muscle hypertrophy","30/3444","107/18805",0.280373831775701,1.53090299260803,2.60769282819173,0.00878615596285373,0.0611472968978358,0.0494055469393078,"5999/817/2308/90523/9868/7273/6416/27086/3479/5530/5997/6262/5910/9472/4205/8470/493/10611/9759/8654/6093/5465/4211/4089/10273/3488/23125/8678/5578/7074",30
"GO:0032386","GO:0032386","regulation of intracellular transport","66/3444","273/18805",0.241758241758242,1.32005334967007,2.52225796811277,0.00879857113212278,0.0611648984207232,0.0494197685469557,"9478/88/5295/9495/4131/4744/6653/11261/3638/3843/4734/80055/65009/5569/9585/5116/283131/5743/51308/23176/998/7905/5108/51366/5594/340146/23400/8724/7295/55737/4946/7545/9110/1778/55612/8766/4771/4478/5605/22902/2316/29934/5566/8882/5962/5494/11142/127933/23011/11149/7874/4659/161291/23256/23209/6844/27248/9912/128637/5595/79628/55051/81565/7260/7341/4133",66
"GO:0030641","GO:0030641","regulation of cellular pH","27/3444","94/18805",0.287234042553192,1.56836125732078,2.61569343163377,0.00893281023708042,0.0620283916238121,0.050117450311176,"84679/8671/11261/523/526/1080/57282/537/9498/9114/535/5594/51382/6508/284525/533/155066/57468/54664/54734/252839/5538/506/10159/552/5595/23312",27
"GO:0007187","GO:0007187","G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger","18/3444","56/18805",0.321428571428571,1.75507093081135,2.67941298602529,0.0090294719582093,0.0626293083020638,0.0506029765512579,"3358/1812/1131/3356/3360/3350/6753/3352/3269/6751/3355/1132/7253/3361/3351/1129/4988/3362",18
"GO:0006688","GO:0006688","glycosphingolipid biosynthetic process","14/3444","40/18805",0.35,1.91107723577236,2.73122736315193,0.00905850223365602,0.0627603060690144,0.0507088195999675,"29906/8707/64781/84002/6489/2583/2523/10690/6482/51046/9331/9215/9334/81849",14
"GO:0051048","GO:0051048","negative regulation of secretion","45/3444","175/18805",0.257142857142857,1.40405674464908,2.54273971022263,0.00914104276087319,0.0632613328428663,0.0511136371969702,"1113/5028/1813/130399/2308/348/6622/7447/1814/5733/3745/4986/51305/6860/613/2781/5530/2182/1393/9607/3134/3156/3598/94121/84830/29091/27347/1392/11141/8622/203228/4345/23208/3351/80223/1950/2332/1595/150/4988/4856/26056/151/4129/134",45
"GO:1903747","GO:1903747","regulation of establishment of protein localization to mitochondrion","17/3444","52/18805",0.326923076923077,1.78507214330385,2.68424906589541,0.00916301268394062,0.0633425245536766,0.0511792381488197,"55294/9868/4137/5599/6721/9530/665/10055/7332/65018/4836/22885/3301/8314/89781/57602/51100",17
"GO:0030835","GO:0030835","negative regulation of actin filament depolymerization","15/3444","44/18805",0.340909090909091,1.86143886601204,2.70875519199319,0.00919978123425546,0.0634549013337107,0.0512700358874367,"85477/29767/57482/6712/56203/830/51474/6710/829/23075/5962/7429/51676/5290/2059",15
"GO:0051938","GO:0051938","L-glutamate import","15/3444","44/18805",0.340909090909091,1.86143886601204,2.70875519199319,0.00919978123425546,0.0634549013337107,0.0512700358874367,"57030/57084/6812/2911/23204/10550/84062/79751/145389/4735/54407/2055/6506/8604/57348",15
"GO:0015914","GO:0015914","phospholipid transport","29/3444","103/18805",0.281553398058252,1.53734368480994,2.58924820142191,0.009285694301179,0.0637972086207754,0.0515466119520663,"63982/19/7224/348/286410/341/114882/5306/10396/21/23344/51761/286046/3949/114786/114884/5205/374868/9619/161291/23760/1622/23250/950/51499/949/57205/80772/27166",29
"GO:0003091","GO:0003091","renal water homeostasis","10/3444","25/18805",0.4,2.18408826945412,2.80513157760338,0.00935252436060179,0.0637972086207754,0.0515466119520663,"2778/358/361/4645/5566/3037/11215/4302/7466/112",10
"GO:0030813","GO:0030813","positive regulation of nucleotide catabolic process","10/3444","25/18805",0.4,2.18408826945412,2.80513157760338,0.00935252436060179,0.0637972086207754,0.0515466119520663,"3356/26137/8671/3479/8850/5563/351/7345/3643/64223",10
"GO:0030859","GO:0030859","polarized epithelial cell differentiation","10/3444","25/18805",0.4,2.18408826945412,2.80513157760338,0.00935252436060179,0.0637972086207754,0.0515466119520663,"7474/998/284217/4983/4478/10413/10890/2195/57662/4649",10
"GO:0033123","GO:0033123","positive regulation of purine nucleotide catabolic process","10/3444","25/18805",0.4,2.18408826945412,2.80513157760338,0.00935252436060179,0.0637972086207754,0.0515466119520663,"3356/26137/8671/3479/8850/5563/351/7345/3643/64223",10
"GO:0035336","GO:0035336","long-chain fatty-acyl-CoA metabolic process","10/3444","25/18805",0.4,2.18408826945412,2.80513157760338,0.00935252436060179,0.0637972086207754,0.0515466119520663,"2181/2182/23305/84649/201562/11332/23205/284486/79071/6785",10
"GO:0044090","GO:0044090","positive regulation of vacuole organization","10/3444","25/18805",0.4,2.18408826945412,2.80513157760338,0.00935252436060179,0.0637972086207754,0.0515466119520663,"79837/401548/64112/8396/5899/5532/57535/8678/51100/8723",10
"GO:0045821","GO:0045821","positive regulation of glycolytic process","10/3444","25/18805",0.4,2.18408826945412,2.80513157760338,0.00935252436060179,0.0637972086207754,0.0515466119520663,"3356/26137/8671/3479/8850/5563/351/7345/3643/64223",10
"GO:0045932","GO:0045932","negative regulation of muscle contraction","10/3444","25/18805",0.4,2.18408826945412,2.80513157760338,0.00935252436060179,0.0637972086207754,0.0515466119520663,"2982/156/5997/5743/9732/8654/6647/10273/150/80005",10
"GO:0048169","GO:0048169","regulation of long-term neuronal synaptic plasticity","10/3444","25/18805",0.4,2.18408826945412,2.80513157760338,0.00935252436060179,0.0637972086207754,0.0515466119520663,"6855/1813/9145/6622/3845/9148/351/2332/9513/27020",10
"GO:0032148","GO:0032148","activation of protein kinase B activity","8/3444","18/18805",0.444444444444444,2.42676474383791,2.8675226175178,0.00955436265752647,0.0651022486366919,0.052601052933681,"3479/7474/5478/65018/3643/150/151/2246",8
"GO:0046328","GO:0046328","regulation of JNK cascade","37/3444","139/18805",0.266187050359712,1.4534400354281,2.54067187463778,0.00968450823270479,0.0658996301481714,0.0532453180392956,"440193/7164/153769/1845/6416/140885/9821/5911/9479/7474/22881/23043/10371/998/23542/7099/23162/4671/51384/65018/6386/351/1857/28996/4217/3301/1398/5048/5871/50488/222166/4294/9867/90441/1540/2185/9448",37
"GO:0098659","GO:0098659","inorganic cation import across plasma membrane","35/3444","130/18805",0.269230769230769,1.47005941213258,2.5464847054659,0.00970333975512916,0.0658996301481714,0.0532453180392956,"3760/3763/84679/57181/777/478/728215/9495/3759/481/3765/51305/8913/261729/6543/5530/5621/8912/5532/3758/493/284525/57468/3768/23327/23516/1261/476/1739/6560/51393/8911/25769/25800/6558",35
"GO:0099587","GO:0099587","inorganic ion import across plasma membrane","35/3444","130/18805",0.269230769230769,1.47005941213258,2.5464847054659,0.00970333975512916,0.0658996301481714,0.0532453180392956,"3760/3763/84679/57181/777/478/728215/9495/3759/481/3765/51305/8913/261729/6543/5530/5621/8912/5532/3758/493/284525/57468/3768/23327/23516/1261/476/1739/6560/51393/8911/25769/25800/6558",35
"GO:0042692","GO:0042692","muscle cell differentiation","98/3444","429/18805",0.228438228438228,1.24732313756704,2.45366264077961,0.00971706980384464,0.0659205163118276,0.0532621935577772,"4208/5999/84033/88/84525/144165/8837/9868/1910/7273/688/5915/29767/6416/9734/10211/3398/80206/844/627/64208/27086/7139/8506/56603/3479/8038/1793/4703/5530/5997/10014/4842/1756/9472/4205/11155/8912/5532/7504/3756/284217/84466/51725/5738/85461/1948/8470/825/3913/10611/1000/3845/9759/785/56203/6272/2254/92737/23345/7345/9750/2876/255743/23462/9643/1499/9444/7490/3670/4773/4811/5465/4211/9948/4089/150572/287/9215/10818/2274/11149/57486/5573/3488/4856/4627/607/100381270/9474/87/23250/51676/552/80005/8516/23363/84814",98
"GO:0032869","GO:0032869","cellular response to insulin stimulus","63/3444","260/18805",0.242307692307692,1.32305347091932,2.48367413579643,0.00978178172023587,0.0662868384480825,0.0535581730436388,"2044/2043/7301/4233/2308/5295/5286/2045/6653/8837/7532/114882/9734/3638/79837/143686/6098/10580/2042/2805/55667/10014/8396/4644/2322/23433/27019/1956/2729/5594/8850/6655/10999/2888/5979/23175/64506/23516/4593/1509/23189/2064/8452/94056/6715/3643/10890/8503/677/6844/5166/9978/55023/4915/8648/5595/5290/5315/25948/81565/285220/26060/324",63
"GO:0050848","GO:0050848","regulation of calcium-mediated signaling","28/3444","99/18805",0.282828282828283,1.54430483698776,2.57108404941287,0.00980766392896203,0.0663895150202276,0.0536411332473116,"3358/5121/1012/257194/9495/9455/11261/4137/4761/3479/808/6543/5530/5621/9472/5532/805/493/351/23261/933/801/5788/5566/2274/3094/3064/5336",28
"GO:0048645","GO:0048645","animal organ formation","21/3444","69/18805",0.304347826086957,1.66180629197596,2.60773794467368,0.00998567268184237,0.0675206086148183,0.0545550296992458,"4208/10716/2138/7474/10370/6091/157506/5594/2247/282996/1499/5605/7490/3670/7482/5292/10818/5595/2246/8313/7472",21
"GO:0010821","GO:0010821","regulation of mitochondrion organization","32/3444","117/18805",0.273504273504274,1.49339368851564,2.53484877965226,0.0102451647199189,0.0691328094575758,0.05585764924996,"10962/664/599/56907/4137/8739/3479/64112/64083/5910/3082/2729/7037/23400/55737/10928/65018/2876/291/80821/1191/2537/8878/51499/598/10493/28978/255027/10463/115209/27166/27069",32
"GO:0001778","GO:0001778","plasma membrane repair","11/3444","29/18805",0.379310344827586,2.07111818655132,2.73326538914952,0.0102928187797488,0.0691328094575758,0.05585764924996,"9066/203859/55207/5864/94121/23208/91782/6281/4627/79026/5119",11
"GO:1902473","GO:1902473","regulation of protein localization to synapse","11/3444","29/18805",0.379310344827586,2.07111818655132,2.73326538914952,0.0102928187797488,0.0691328094575758,0.05585764924996,"10439/23136/4137/66000/7474/9746/23096/1739/9912/11337/81831",11
"GO:1903421","GO:1903421","regulation of synaptic vesicle recycling","11/3444","29/18805",0.379310344827586,2.07111818655132,2.73326538914952,0.0102928187797488,0.0691328094575758,0.05585764924996,"57030/6622/1173/9066/5532/4983/26052/6093/23208/112755/60",11
"GO:0008543","GO:0008543","fibroblast growth factor receptor signaling pathway","36/3444","135/18805",0.266666666666667,1.45605884630275,2.51803961075833,0.010304380831038,0.0691328094575758,0.05585764924996,"2044/2043/7301/9365/4233/9378/2045/23768/64094/23767/6098/2042/7474/387914/8481/2322/1956/2247/9158/5979/2254/1499/4593/2064/79801/3643/131405/10818/2250/4915/57560/1399/2246/27020/285220/51552",36
"GO:0021782","GO:0021782","glial cell development","36/3444","135/18805",0.266666666666667,1.45605884630275,2.51803961075833,0.010304380831038,0.0691328094575758,0.05585764924996,"135/1812/56288/1272/56978/11076/4137/6664/8506/3400/91012/1956/5594/3949/22933/7099/3913/91137/3845/351/9331/5605/1191/2064/6647/4336/9334/2670/1021/4915/5595/26227/23405/79628/5728/1902",36
"GO:0010811","GO:0010811","positive regulation of cell-substrate adhesion","34/3444","126/18805",0.26984126984127,1.47339288018731,2.52451020984494,0.0103134933132928,0.0691328094575758,0.05585764924996,"342184/1012/5581/7402/25890/7070/1793/5881/375567/136227/2335/998/2523/10085/6376/55612/6093/255743/2316/26073/4811/56477/1398/3037/6281/6385/1021/1399/9806/80005/79625/2185/5212/9448",34
"GO:0061640","GO:0061640","cytoskeleton-dependent cytokinesis","34/3444","126/18805",0.26984126984127,1.47339288018731,2.52451020984494,0.0103134933132928,0.0691328094575758,0.05585764924996,"3925/55521/22891/56907/10801/23157/55964/23233/5921/9585/1072/23176/341019/4628/388/9110/11336/989/7798/8766/6093/26073/285643/114327/4735/27443/91782/5413/79884/375/54902/5119/79784/324",34
